No. Acto;Procedencia;Tipo de Documento;Fecha Pagado;Valor Base Gravable;Impuesto de Registro;Intereses;Total Impuesto de Registro;Origen Pago
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;1000000;10000;0;10000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-04;5600000;56000;0;56000;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-04;5600000;56000;0;56000;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-04;7969750;79700;0;79700;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-05;206000000;2164200;0;2164200;SAES
112;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;70000000;700000;0;700000;Efecty
72;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-04;1100000;11000;0;11000;Efecty
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;1000000;10000;0;10000;Efecty
213;GOBERNACION;ACTA;2018-04-04;0;104200;0;104200;SAES
2;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;0;104200;0;104200;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-05;56000000;560000;0;560000;Pago con codbarra
88;GOBERNACION;ACTA;2018-04-04;50000000;454200;0;454200;Efecty
48;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-04;0;104200;0;104200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-06;62000000;724200;0;724200;SAES
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-05;3000000;30000;0;30000;Efecty
48;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-04;12000000;224200;0;224200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-04;12718000;127100;90500;217600;SAES
112;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;40000000;400000;0;400000;Efecty
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;0;104200;0;104200;Efecty
1;NOTARIA TERCERA;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
187;NOTARIA UNICA TUMACO;ACTA;2018-04-04;0;104200;0;104200;Efecty
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-30;0;104200;0;104200;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-04;8200000;82000;0;82000;Efecty
213;GOBERNACION;ACTA;2018-04-04;0;104200;0;104200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-05;132000000;1320000;0;1320000;Pago con codbarra
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;600000;6000;0;6000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-26;100000000;1000000;0;1000000;Efecty
104;GOBERNACION;ACTA;2018-04-04;0;104200;0;104200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-05;92275000;922800;0;922800;Efecty
38;NOTARIA PRIMERA;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
38;NOTARIA CUARTA;ESCRITURA;2018-04-09;0;104200;0;104200;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-04;22169000;221700;6800;228500;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;2000000;20000;0;20000;Efecty
85;NOTARIA CUARTA;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
213;GOBERNACION;ACTA;2018-04-04;0;104200;0;104200;Efecty
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;1000000;10000;0;10000;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-06;60000000;600000;0;600000;Efecty
63;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;0;104200;0;104200;Efecty
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;500000;5000;0;5000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-06;28000000;280000;0;280000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-13;81500000;815000;0;815000;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-05;19000000;190000;0;190000;Efecty
143;NOTARIA CUARTA;ESCRITURA;2018-04-05;0;104200;0;104200;Pago con codbarra
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;500000;5000;0;5000;Efecty
38;NOTARIA PRIMERA;ESCRITURA;2018-04-12;76870500;1081300;0;1081300;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;4000000;40000;0;40000;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-05;159786600;1597900;0;1597900;Efecty
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;8000000;80000;0;80000;Efecty
190;GOBERNACION;ACTA;2018-04-04;200000000;1504200;0;1504200;SAES
187;GOBERNACION;ACTA;2018-04-04;0;208400;0;208400;SAES
325;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;5000000;50000;0;50000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-06;1200000;12000;0;12000;Efecty
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;1600000;16000;0;16000;Efecty
266;NOTARIA PRIMERA;ESCRITURA;2018-04-05;130000000;1300000;0;1300000;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-11;23000000;230000;0;230000;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;1100000;11000;0;11000;Efecty
48;NOTARIA SEGUNDA;ESCRITURA;2018-04-10;0;104200;0;104200;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-06;10000000;100000;0;100000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-06;29600000;296000;0;296000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-12;1300000;13000;0;13000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-05;22000000;220000;0;220000;Pago con codbarra
112;NOTARIA SEGUNDA;ESCRITURA;2018-04-05;130000000;1300000;0;1300000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-12;8300000;83000;0;83000;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-05;87060368;974800;0;974800;Efecty
188;GOBERNACION;ACTA;2018-04-05;0;104200;0;104200;SAES
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-05;10000000;100000;0;100000;Efecty
48;NOTARIA SEGUNDA;ESCRITURA;2018-04-08;0;104200;0;104200;Efecty
48;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-05;18400000;288200;9000;297200;Efecty
213;GOBERNACION;ACTA;2018-04-05;0;104200;0;104200;SAES
107;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-05;1500000;5300;0;5300;Efecty
185;GOBERNACION;ACTA;2018-04-05;0;208400;0;208400;PSE
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-05;2000000;20000;0;20000;Efecty
112;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-05;10000000;100000;0;100000;Efecty
266;NOTARIA CUARTA;ESCRITURA;2018-04-10;10000000;100000;0;100000;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-05;153000000;1530000;0;1530000;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-25;2000000;20000;0;20000;Efecty
276;GOBERNACION;ACTA;2018-04-05;0;104200;0;104200;SAES
176;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-05;5000000;50000;0;50000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-05;81800000;818000;25600;843600;Efecty
71;GOBERNACION;ESCRITURA;2018-04-05;3000000;30000;0;30000;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-05;169904000;1699000;151700;1850700;Efecty
276;GOBERNACION;REGISTRO NACIONAL DE TURISMO;2018-04-05;0;104200;0;104200;SAES
71;GOBERNACION;ESCRITURA;2018-04-05;5000000;50000;0;50000;SAES
1;NOTARIA CUARTA;ESCRITURA;2018-04-05;0;104200;0;104200;Pago con codbarra
331;GOBERNACION;ESCRITURA;2018-04-05;0;104200;0;104200;SAES
22;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;0;104200;7800;112000;Efecty
88;NOTARIA UNICA TUMACO;ACTA;2018-04-05;4000000;132200;0;132200;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-06;11256000;112600;0;112600;Efecty
300;GOBERNACION;ESCRITURA;2018-04-05;3000000;30000;23700;53700;SAES
71;NOTARIA UNICA CUMBAL;ESCRITURA;2018-04-05;1000000;10000;0;10000;Efecty
22;NOTARIA TERCERA;ESCRITURA;2018-04-05;0;104200;0;104200;Pago con codbarra
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-05;22821000;228200;0;228200;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-06;0;208300;0;208300;Efecty
16;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-30;28000000;384200;0;384200;Efecty
38;GOBERNACION;ESCRITURA;2018-04-05;70000000;804200;0;804200;SAES
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-05;5000000;50000;0;50000;Efecty
38;GOBERNACION;ESCRITURA;2018-04-05;85900000;963200;52600;1015800;SAES
74;NOTARIA UNICA CUMBAL;ESCRITURA;2018-04-05;1000000;10000;0;10000;Efecty
38;GOBERNACION;ESCRITURA;2018-04-05;0;104200;473300;577500;SAES
4;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-05;3000000;134200;0;134200;Efecty
48;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-05;12000000;224200;0;224200;Efecty
112;GOBERNACION;ESCRITURA;2018-04-05;25000000;354200;0;354200;SAES
261;NOTARIA UNICA LA UNION ;CAMARA DE COMERCIO;2018-04-05;5000000;35000;0;35000;Efecty
17;GOBERNACION;ESCRITURA;2018-04-05;3000000;30000;0;30000;SAES
276;GOBERNACION;REGISTRO NACIONAL DE TURISMO;2018-04-05;0;104200;0;104200;PSE
71;NOTARIA PRIMERA;ESCRITURA;2018-04-06;2450000;24500;0;24500;Efecty
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;0;104200;0;104200;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-05;2000000;20000;0;20000;Efecty
187;GOBERNACION;ACTA;2018-04-05;0;104200;15500;119700;SAES
48;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-05;25000000;354200;0;354200;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-10;500000;5000;0;5000;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-05;26452000;264500;0;264500;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-05;32000000;320000;0;320000;Pago con codbarra
38;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-05;0;104200;0;104200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-06;43000000;430000;0;430000;Efecty
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;1000000;10000;0;10000;Efecty
48;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-05;500000;109200;200;109400;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-05;3000000;30000;0;30000;Efecty
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;1000000;10000;0;10000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-05;500000;5000;0;5000;Efecty
94;NOTARIA CUARTA;ESCRITURA;2018-04-05;16000000;160000;0;160000;Efecty
190;GOBERNACION;ACTA;2018-04-05;3000000;125200;0;125200;SAES
165;NOTARIA PRIMERA;ESCRITURA;2018-04-05;12494000;124900;600;125500;Efecty
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;1000000;10000;0;10000;Efecty
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;1000000;10000;0;10000;Efecty
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;1000000;10000;0;10000;Efecty
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;1000000;10000;0;10000;Efecty
23;GOBERNACION;ESCRITURA;2018-04-05;85000000;954200;0;954200;Efecty
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;1000000;10000;0;10000;Efecty
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-06;2500000;129200;0;129200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-05;500000;5000;0;5000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-05;6000000;60000;6200;66200;Efecty
113;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-05;62000000;620000;0;620000;Efecty
4;NOTARIA SEGUNDA;ESCRITURA;2018-04-06;20000000;304200;0;304200;Efecty
213;GOBERNACION;ACTA;2018-04-05;0;104200;0;104200;SAES
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-05;145000000;1450000;0;1450000;Efecty
2;NOTARIA SEGUNDA;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
74;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-05;4000000;40000;0;40000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-10;3000000;30000;0;30000;Pago con codbarra
205;NOTARIA UNICA LA UNION ;CAMARA DE COMERCIO;2018-04-05;0;208400;0;208400;Efecty
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-05;10000000;100000;0;100000;Efecty
10;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;3200000;32000;0;32000;Efecty
38;NOTARIA SEGUNDA;ESCRITURA;2018-04-10;60000000;704200;0;704200;Pago con codbarra
165;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;32000000;320000;0;320000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;3000000;30000;0;30000;Efecty
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-05;2500000;25000;0;25000;Efecty
112;NOTARIA CUARTA;ESCRITURA;2018-04-09;111440000;557200;0;557200;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;5000000;50000;0;50000;Efecty
16;NOTARIA CUARTA;ESCRITURA;2018-04-05;115000000;1254200;0;1254200;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;1000000;10000;0;10000;Pago con codbarra
322;NOTARIA CUARTA;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
213;GOBERNACION;ACTA;2018-04-05;0;104200;0;104200;SAES
300;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-09;13400000;134000;0;134000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-05;10000000;100000;0;100000;SAES
213;GOBERNACION;ACTA;2018-04-05;0;104200;0;104200;SAES
16;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;141000000;1514200;0;1514200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-06;5000000;50000;0;50000;Efecty
87;NOTARIA CUARTA;ESCRITURA;2018-04-12;0;104200;0;104200;Pago con codbarra
213;GOBERNACION;ACTA;2018-04-05;0;104200;1800;106000;SAES
88;GOBERNACION;ACTA;2018-04-05;2000000;118200;2000;120200;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-05;16000000;160000;0;160000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-05;20000000;200000;0;200000;SAES
38;GOBERNACION;ESCRITURA;2018-04-05;0;104200;0;104200;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-12;10500000;105000;0;105000;Efecty
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-05;3000000;30000;0;30000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-06;50000000;604200;0;604200;Efecty
38;GOBERNACION;ESCRITURA;2018-04-05;0;104200;0;104200;SAES
213;GOBERNACION;ACTA;2018-04-05;0;104200;0;104200;SAES
88;NOTARIA UNICA TUMACO;ACTA;2018-04-05;3000000;125200;0;125200;Efecty
213;GOBERNACION;ACTA;2018-04-05;0;104200;0;104200;SAES
48;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-11;0;104200;0;104200;SAES
63;NOTARIA TERCERA;ESCRITURA;2018-04-10;0;104200;0;104200;Pago con codbarra
136;NOTARIA TERCERA;ESCRITURA;2018-04-16;0;104200;0;104200;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-16;1000000;10000;0;10000;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-06;155200000;1552000;0;1552000;Efecty
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;500000;5000;0;5000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-09;136000000;1360000;0;1360000;Pago con codbarra
106;NOTARIA TERCERA;ESCRITURA;2018-04-12;5000000;50000;0;50000;Pago con codbarra
16;NOTARIA TERCERA;ESCRITURA;2018-04-06;86403933;1176500;0;1176500;Pago con codbarra
38;NOTARIA TERCERA;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
261;NOTARIA UNICA LA UNION ;CAMARA DE COMERCIO;2018-04-05;2500000;17500;0;17500;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-09;5000000;50000;0;50000;Pago con codbarra
16;NOTARIA TERCERA;ESCRITURA;2018-04-09;0;104200;0;104200;Pago con codbarra
88;NOTARIA UNICA TUMACO;ACTA;2018-04-06;5000000;139200;0;139200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-09;148572000;1485700;0;1485700;Pago con codbarra
165;NOTARIA CUARTA;ESCRITURA;2018-04-06;54000000;540000;0;540000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-09;3000000;30000;0;30000;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-06;7000000;70000;0;70000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-09;3236000;32400;0;32400;Pago con codbarra
71;NOTARIA PRIMERA;ESCRITURA;2018-04-06;3000000;30000;0;30000;Efecty
112;NOTARIA PRIMERA;ESCRITURA;2018-04-06;5000000;50000;0;50000;Efecty
38;NOTARIA PRIMERA;ESCRITURA;2018-04-10;99400000;1202300;0;1202300;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-06;60000000;600000;0;600000;Pago con codbarra
74;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-06;10000000;100000;0;100000;Efecty
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;2000000;20000;0;20000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-18;1000000;10000;0;10000;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-23;13000000;130000;0;130000;Efecty
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-06;6000000;60000;0;60000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-18;1000000;10000;0;10000;Pago con codbarra
187;GOBERNACION;ESCRITURA;2018-04-06;0;104200;0;104200;PSE
16;NOTARIA CUARTA;ESCRITURA;2018-04-09;105000000;1154200;0;1154200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-09;58125000;581300;0;581300;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;1000000;10000;0;10000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;1000000;10000;0;10000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;60000000;600000;0;600000;SAES
71;GOBERNACION;CAMARA DE COMERCIO;2018-04-06;5000000;50000;0;50000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;140000000;1400000;0;1400000;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-06;80000000;800000;0;800000;Efecty
4;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;181000000;2018400;0;2018400;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-12;53600000;536000;0;536000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;25000000;250000;0;250000;Pago con codbarra
38;NOTARIA SEGUNDA;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
175;GOBERNACION;ESCRITURA;2018-04-06;0;104200;11100;115300;Efecty
4;NOTARIA PRIMERA;ESCRITURA;2018-04-10;33200000;644500;0;644500;Efecty
16;NOTARIA SEGUNDA;ESCRITURA;2018-04-06;91000000;1222600;0;1222600;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-12;10000000;100000;0;100000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-06;5000000;50000;0;50000;Efecty
330;GOBERNACION;OFICIO;2018-04-06;10150000;101500;9900;111400;Efecty
263;GOBERNACION;CAMARA DE COMERCIO;2018-04-06;0;104200;800;105000;Efecty
4;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;110000000;1204200;0;1204200;Pago con codbarra
48;NOTARIA PRIMERA;ESCRITURA;2018-04-11;16000000;264200;0;264200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-06;3000000;30000;8600;38600;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-06;2000000;20000;0;20000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-06;4000000;40000;0;40000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-06;4000000;40000;0;40000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-06;2000000;20000;0;20000;Efecty
16;NOTARIA CUARTA;ESCRITURA;2018-04-06;215000000;2254200;0;2254200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-06;30100000;301000;48100;349100;Efecty
322;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
63;NOTARIA CUARTA;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
38;NOTARIA CUARTA;ESCRITURA;2018-04-09;0;104200;0;104200;Efecty
213;GOBERNACION;ACTA;2018-04-06;0;104200;0;104200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-06;3000000;30000;0;30000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-06;8000000;80000;0;80000;Efecty
48;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
213;GOBERNACION;ACTA;2018-04-06;0;208300;0;208300;Efecty
4;NOTARIA CUARTA;ESCRITURA;2018-04-10;0;312600;0;312600;Efecty
106;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-09;19065000;294900;0;294900;Efecty
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;500000;5000;0;5000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-06;4700000;47000;0;47000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-06;8000000;80000;21000;101000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-06;1000000;10000;0;10000;Efecty
48;NOTARIA CUARTA;ESCRITURA;2018-04-06;20602000;310200;0;310200;Efecty
74;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;500000;5000;0;5000;Efecty
104;GOBERNACION;ACTA;2018-04-06;0;104200;0;104200;PSE
74;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;500000;5000;0;5000;Efecty
16;GOBERNACION;ESCRITURA;2018-04-06;0;104200;4200;108400;Efecty
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;1000000;10000;0;10000;Efecty
38;GOBERNACION;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;1000000;10000;0;10000;Efecty
1;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;0;416700;0;416700;Efecty
112;NOTARIA TERCERA;ESCRITURA;2018-04-09;7000000;70000;0;70000;Pago con codbarra
112;NOTARIA TERCERA;ESCRITURA;2018-04-09;110000000;1100000;0;1100000;Pago con codbarra
22;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;0;208400;0;208400;Efecty
326;NOTARIA TERCERA;ESCRITURA;2018-04-09;0;104200;0;104200;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-10;0;104200;0;104200;Pago con codbarra
63;NOTARIA TERCERA;ESCRITURA;2018-04-12;0;104200;0;104200;Pago con codbarra
112;NOTARIA PRIMERA;ESCRITURA;2018-04-09;30000000;300000;0;300000;Efecty
188;GOBERNACION;ACTA;2018-04-06;0;208400;0;208400;PSE
1;GOBERNACION;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-09;2000000;124200;0;124200;Pago con codbarra
16;NOTARIA CUARTA;ESCRITURA;2018-04-06;142400000;1528200;49200;1577400;Efecty
;NOTARIA PRIMERATUQUERRES;EXTEMPORANEIDAD;2018-04-06;0;0;4500;4500;Efecty
38;NOTARIA CUARTA;ESCRITURA;2018-04-10;0;104200;0;104200;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;1000000;10000;32400;42400;Efecty
87;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-11;0;208400;0;208400;Efecty
1;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;0;312500;0;312500;Efecty
71;GOBERNACION;ESCRITURA;2018-04-06;3100000;31000;0;31000;Efecty
29;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-06;13700000;241200;0;241200;Efecty
71;NOTARIA PRIMERATUQUERRES;ACTA;2018-04-06;3200000;32000;0;32000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-06;2500000;25000;0;25000;Efecty
38;NOTARIA SEGUNDA;ESCRITURA;2018-04-10;0;104200;0;104200;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-06;95000000;950000;0;950000;SAES
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;1000000;10000;0;10000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;2000000;20000;0;20000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-10;24300000;243000;0;243000;Pago con codbarra
1;GOBERNACION;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;2100000;21000;0;21000;Pago con codbarra
16;GOBERNACION;ESCRITURA;2018-04-06;90500000;1321800;63000;1384800;Efecty
114;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-06;30000000;300000;0;300000;Efecty
71;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-06;7000000;70000;0;70000;Efecty
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-06;3000000;30000;1200;31200;Efecty
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-06;3000000;30000;0;30000;Efecty
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-06;3000000;30000;0;30000;Efecty
23;NOTARIA PRIMERA;ESCRITURA;2018-04-09;0;208400;0;208400;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-06;10000000;100000;0;100000;Efecty
165;NOTARIA PRIMERA  IPIALES;OFICIO;2018-04-06;10000000;100000;0;100000;Efecty
88;GOBERNACION;ACTA;2018-04-10;30000000;314200;0;314200;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-09;180000000;1800000;0;1800000;Efecty
1;GOBERNACION;ESCRITURA;2018-04-06;0;104200;0;104200;Efecty
